"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 1.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 10.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 100.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 101.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 102.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 103.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 104.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 105.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 106.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 107.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 108.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 109.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 11.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 110.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 111.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 112.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 113.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 114.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 115.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 116.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 117.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 118.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 119.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 12.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 120.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 121.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 122.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 123.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 124.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 125.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 126.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 127.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 128.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 129.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 13.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 130.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 131.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 132.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 133.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 134.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 135.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 136.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 137.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 138.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 139.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 14.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 140.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 141.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 142.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 143.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 144.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 145.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 146.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 147.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 148.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 149.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 15.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 150.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 151.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 152.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 153.png,apple"
"TRAIN,gs://fruit-recognition/fruit-recognition/Apple/Apple A/Apple 154.png,apple"
